market,regime,run,cap_bps,breach_rate,accepted,rejected,staleness_days,cumulative_return,annualised_return,annualised_vol,sharpe_rf0,max_drawdown,mean_turnover,exec_lending_bps,excess_bps
yield_only,project,Agent 2: mean-variance,7800,1.0,136,0,0.0,0.016528,0.044977,0.000225,200.1028,0.0,0.002059,7800,-14.9
yield_only,project,Agent 2: mean-variance,7900,1.0,136,0,0.0,0.016474,0.04483,0.000228,196.5195,0.0,0.002132,7900,-15.4
yield_only,project,Agent 2: mean-variance,8000,1.0,136,0,0.0,0.016421,0.044684,0.000231,193.0341,0.0,0.002206,8000,-16.0
yield_only,project,Agent 2: mean-variance,8100,1.0,136,0,0.0,0.016368,0.044537,0.000235,189.6432,0.0,0.002279,8100,-16.5
yield_only,project,Agent 2: mean-variance,8200,1.0,136,0,0.0,0.016315,0.04439,0.000238,186.3431,0.0,0.002353,8200,-17.0
yield_only,project,Agent 2: mean-variance,8300,1.0,136,0,0.0,0.016262,0.044244,0.000242,183.1305,0.0,0.002426,8300,-17.5
yield_only,project,Agent 2: mean-variance,8400,1.0,136,0,0.0,0.016209,0.044097,0.000245,180.0023,0.0,0.0025,8400,-18.1
yield_only,project,Agent 2: mean-variance,8500,1.0,136,0,0.0,0.016156,0.043951,0.000248,176.9555,0.0,0.002574,8500,-18.6
yield_only,project,Agent 2: mean-variance,8600,1.0,136,0,0.0,0.016103,0.043804,0.000252,173.9869,0.0,0.002647,8600,-19.1
yield_only,project,Agent 2: mean-variance,8700,1.0,136,0,0.0,0.016049,0.043658,0.000255,171.094,0.0,0.002721,8700,-19.7
yield_only,project,Agent 2: mean-variance,8800,1.0,136,0,0.0,0.015996,0.043512,0.000259,168.274,0.0,0.002794,8800,-20.2
yield_only,project,Agent 2: mean-variance,8900,1.0,136,0,0.0,0.015943,0.043365,0.000262,165.5243,0.0,0.002868,8900,-20.7
yield_only,project,Agent 2: mean-variance,9000,1.0,136,0,0.0,0.01589,0.043219,0.000265,162.8426,0.0,0.002941,9000,-21.3
yield_only,project,Agent 2: mean-variance,9100,1.0,136,0,0.0,0.015837,0.043072,0.000269,160.2264,0.0,0.003015,9100,-21.8
yield_only,project,Agent 2: mean-variance,9200,1.0,136,0,0.0,0.015784,0.042926,0.000272,157.6735,0.0,0.003088,9200,-22.3
yield_only,project,Agent 2: mean-variance,9300,1.0,136,0,0.0,0.015731,0.04278,0.000276,155.1818,0.0,0.003162,9300,-22.9
yield_only,project,Agent 2: mean-variance,9400,1.0,136,0,0.0,0.015678,0.042634,0.000279,152.7492,0.0,0.003235,9400,-23.4
yield_only,project,Agent 2: mean-variance,9500,1.0,136,0,0.0,0.015625,0.042487,0.000283,150.3737,0.0,0.003309,9500,-23.9
yield_only,project,Agent 2: mean-variance,9600,0.9926,136,0,0.0,0.015572,0.042341,0.000286,148.0616,0.0,0.003404,9600,-24.4
yield_only,project,Agent 2: mean-variance,9700,0.9706,136,0,0.0,0.015519,0.042197,0.000289,145.8497,0.0,0.00366,9699,-25.0
yield_only,project,Agent 2: mean-variance,9800,0.8897,136,0,0.0,0.01547,0.04206,0.000293,143.7487,0.0,0.004069,9793,-25.5
yield_only,project,Agent 2: mean-variance,9900,0.6397,136,0,0.0,0.01543,0.041952,0.000295,142.0139,0.0,0.004994,9869,-25.9
yield_only,project,Agent 2: mean-variance,10000,0.0,136,0,0.0,0.015411,0.041899,0.000296,141.3207,0.0,0.006338,9909,-26.1
yield_only,project,Agent 3: unconstrained,5000,1.0,136,0,0.0,0.018017,0.04909,0.000136,361.3353,0.0,0.0,5000,0.0
yield_only,project,Agent 3: unconstrained,5100,1.0,136,0,0.0,0.017963,0.048943,0.000139,352.7106,0.0,7.4e-05,5100,-0.5
yield_only,project,Agent 3: unconstrained,5200,1.0,136,0,0.0,0.01791,0.048796,0.000142,344.3638,0.0,0.000147,5200,-1.1
yield_only,project,Agent 3: unconstrained,5300,1.0,136,0,0.0,0.017857,0.048648,0.000145,336.2877,0.0,0.000221,5300,-1.6
yield_only,project,Agent 3: unconstrained,5400,1.0,136,0,0.0,0.017804,0.048501,0.000148,328.4747,0.0,0.000294,5400,-2.1
yield_only,project,Agent 3: unconstrained,5500,1.0,136,0,0.0,0.017751,0.048354,0.000151,320.9171,0.0,0.000368,5500,-2.7
yield_only,project,Agent 3: unconstrained,5600,1.0,136,0,0.0,0.017697,0.048207,0.000154,313.6067,0.0,0.000441,5600,-3.2
yield_only,project,Agent 3: unconstrained,5700,1.0,136,0,0.0,0.017644,0.04806,0.000157,306.5354,0.0,0.000515,5700,-3.7
yield_only,project,Agent 3: unconstrained,5800,1.0,136,0,0.0,0.017591,0.047913,0.00016,299.6948,0.0,0.000588,5800,-4.3
yield_only,project,Agent 3: unconstrained,5900,1.0,136,0,0.0,0.017538,0.047766,0.000163,293.0768,0.0,0.000662,5900,-4.8
yield_only,project,Agent 3: unconstrained,6000,1.0,136,0,0.0,0.017485,0.047619,0.000166,286.6733,0.0,0.000735,6000,-5.3
yield_only,project,Agent 3: unconstrained,6100,1.0,136,0,0.0,0.017431,0.047472,0.000169,280.4765,0.0,0.000809,6100,-5.9
yield_only,project,Agent 3: unconstrained,6200,1.0,136,0,0.0,0.017378,0.047325,0.000172,274.4785,0.0,0.000882,6200,-6.4
yield_only,project,Agent 3: unconstrained,6300,1.0,136,0,0.0,0.017325,0.047178,0.000176,268.6718,0.0,0.000956,6300,-6.9
yield_only,project,Agent 3: unconstrained,6400,1.0,136,0,0.0,0.017272,0.047031,0.000179,263.0491,0.0,0.001029,6400,-7.4
yield_only,project,Agent 3: unconstrained,6500,1.0,136,0,0.0,0.017219,0.046884,0.000182,257.6032,0.0,0.001103,6500,-8.0
yield_only,project,Agent 3: unconstrained,6600,1.0,136,0,0.0,0.017165,0.046738,0.000185,252.3274,0.0,0.001176,6600,-8.5
yield_only,project,Agent 3: unconstrained,6700,1.0,136,0,0.0,0.017112,0.046591,0.000188,247.2148,0.0,0.00125,6700,-9.0
yield_only,project,Agent 3: unconstrained,6800,1.0,136,0,0.0,0.017059,0.046444,0.000192,242.2593,0.0,0.001324,6800,-9.6
yield_only,project,Agent 3: unconstrained,6900,1.0,136,0,0.0,0.017006,0.046297,0.000195,237.4545,0.0,0.001397,6900,-10.1
yield_only,project,Agent 3: unconstrained,7000,1.0,136,0,0.0,0.016953,0.04615,0.000198,232.7947,0.0,0.001471,7000,-10.6
yield_only,project,Agent 3: unconstrained,7100,1.0,136,0,0.0,0.0169,0.046003,0.000202,228.2742,0.0,0.001544,7100,-11.2
yield_only,project,Agent 3: unconstrained,7200,1.0,136,0,0.0,0.016846,0.045857,0.000205,223.8876,0.0,0.001618,7200,-11.7
yield_only,project,Agent 3: unconstrained,7300,1.0,136,0,0.0,0.016793,0.04571,0.000208,219.6296,0.0,0.001691,7300,-12.2
yield_only,project,Agent 3: unconstrained,7400,1.0,136,0,0.0,0.01674,0.045563,0.000211,215.4954,0.0,0.001765,7400,-12.8
yield_only,project,Agent 3: unconstrained,7500,0.9926,136,0,0.0,0.016687,0.045417,0.000215,211.48,0.0,0.001838,7500,-13.3
yield_only,project,Agent 3: unconstrained,7600,0.9926,136,0,0.0,0.016634,0.045272,0.000218,207.6763,0.0,0.002059,7599,-13.8
yield_only,project,Agent 3: unconstrained,7700,0.9926,136,0,0.0,0.016582,0.045127,0.000221,203.9727,0.0,0.002279,7699,-14.3
yield_only,project,Agent 3: unconstrained,7800,0.9926,136,0,0.0,0.016529,0.044981,0.000224,200.3659,0.0,0.0025,7798,-14.9
yield_only,project,Agent 3: unconstrained,7900,0.9926,136,0,0.0,0.016477,0.044836,0.000228,196.8527,0.0,0.002721,7897,-15.4
yield_only,project,Agent 3: unconstrained,8000,0.9926,136,0,0.0,0.016424,0.044692,0.000231,193.4301,0.0,0.002941,7996,-15.9
yield_only,project,Agent 3: unconstrained,8100,0.9926,136,0,0.0,0.016372,0.044547,0.000234,190.095,0.0,0.003162,8096,-16.4
yield_only,project,Agent 3: unconstrained,8200,0.9926,136,0,0.0,0.016319,0.044402,0.000238,186.8447,0.0,0.003382,8195,-17.0
yield_only,project,Agent 3: unconstrained,8300,0.9926,136,0,0.0,0.016267,0.044257,0.000241,183.6763,0.0,0.003603,8294,-17.5
yield_only,project,Agent 3: unconstrained,8400,0.9926,136,0,0.0,0.016214,0.044112,0.000244,180.5872,0.0,0.003824,8393,-18.0
yield_only,project,Agent 3: unconstrained,8500,0.4853,136,0,0.0,0.016161,0.043967,0.000248,177.5748,0.0,0.004044,8493,-18.6
yield_only,project,Agent 3: unconstrained,8600,0.4853,136,0,0.0,0.016136,0.043898,0.000249,176.1526,0.0,0.006471,8541,-18.8
yield_only,project,Agent 3: unconstrained,8700,0.4853,136,0,0.0,0.016112,0.043829,0.000251,174.7028,0.0,0.008897,8590,-19.0
yield_only,project,Agent 3: unconstrained,8800,0.4853,136,0,0.0,0.016087,0.04376,0.000253,173.2277,0.0,0.011324,8638,-19.3
yield_only,project,Agent 3: unconstrained,8900,0.4853,136,0,0.0,0.016062,0.043691,0.000254,171.7301,0.0,0.01375,8687,-19.5
yield_only,project,Agent 3: unconstrained,9000,0.1324,136,0,0.0,0.016037,0.043623,0.000256,170.2123,0.0,0.016176,8735,-19.8
yield_only,project,Agent 3: unconstrained,9100,0.1324,136,0,0.0,0.016031,0.043609,0.000256,170.0416,0.0,0.018015,8749,-19.9
yield_only,project,Agent 3: unconstrained,9200,0.1103,136,0,0.0,0.016026,0.043594,0.000257,169.8582,0.0,0.019853,8762,-19.9
yield_only,project,Agent 3: unconstrained,9300,0.1103,136,0,0.0,0.016022,0.043582,0.000257,169.6262,0.0,0.021544,8773,-19.9
yield_only,project,Agent 3: unconstrained,9400,0.1103,136,0,0.0,0.016017,0.043569,0.000257,169.3823,0.0,0.023235,8784,-20.0
yield_only,project,Agent 3: unconstrained,9500,0.0,136,0,0.0,0.016013,0.043556,0.000258,169.1266,0.0,0.024926,8795,-20.0
yield_only,project,Agent 3: unconstrained,9600,0.0,136,0,0.0,0.016013,0.043556,0.000258,169.1266,0.0,0.024926,8795,-20.0
yield_only,project,Agent 3: unconstrained,9700,0.0,136,0,0.0,0.016013,0.043556,0.000258,169.1266,0.0,0.024926,8795,-20.0
yield_only,project,Agent 3: unconstrained,9800,0.0,136,0,0.0,0.016013,0.043556,0.000258,169.1266,0.0,0.024926,8795,-20.0
yield_only,project,Agent 3: unconstrained,9900,0.0,136,0,0.0,0.016013,0.043556,0.000258,169.1266,0.0,0.024926,8795,-20.0
yield_only,project,Agent 3: unconstrained,10000,0.0,136,0,0.0,0.016013,0.043556,0.000258,169.1266,0.0,0.024926,8795,-20.0
realised,aware,Agent 2: cap-aware,5000,0.0,136,0,0.0,-0.031316,-0.081847,0.276131,-0.1683,0.195441,0.0,5000,0.0
realised,aware,Agent 2: cap-aware,5100,0.0,136,0,0.0,-0.030138,-0.078848,0.270606,-0.1655,0.191833,7.4e-05,5100,11.8
realised,aware,Agent 2: cap-aware,5200,0.0,136,0,0.0,-0.02897,-0.075867,0.265081,-0.1626,0.18821,0.000147,5200,23.5
realised,aware,Agent 2: cap-aware,5300,0.0,136,0,0.0,-0.027812,-0.072905,0.259555,-0.1596,0.184574,0.000221,5300,35.0
realised,aware,Agent 2: cap-aware,5400,0.0,136,0,0.0,-0.026663,-0.069961,0.25403,-0.1564,0.180923,0.000294,5400,46.5
realised,aware,Agent 2: cap-aware,5500,0.0,136,0,0.0,-0.025523,-0.067036,0.248505,-0.153,0.177258,0.000368,5500,57.9
realised,aware,Agent 2: cap-aware,5600,0.0,136,0,0.0,-0.024393,-0.064131,0.24298,-0.1495,0.173579,0.000441,5600,69.2
realised,aware,Agent 2: cap-aware,5700,0.0,136,0,0.0,-0.023273,-0.061244,0.237455,-0.1458,0.169885,0.000515,5700,80.4
realised,aware,Agent 2: cap-aware,5800,0.0,136,0,0.0,-0.022163,-0.058378,0.23193,-0.142,0.166177,0.000588,5800,91.5
realised,aware,Agent 2: cap-aware,5900,0.0,136,0,0.0,-0.021063,-0.055531,0.226405,-0.1379,0.162455,0.000662,5900,102.5
realised,aware,Agent 2: cap-aware,6000,0.0,136,0,0.0,-0.019972,-0.052704,0.22088,-0.1336,0.158718,0.000735,6000,113.4
realised,aware,Agent 2: cap-aware,6100,0.0,136,0,0.0,-0.018891,-0.049897,0.215355,-0.1291,0.154966,0.000809,6100,124.3
realised,aware,Agent 2: cap-aware,6200,0.0,136,0,0.0,-0.01782,-0.047111,0.20983,-0.1243,0.1512,0.000882,6200,135.0
realised,aware,Agent 2: cap-aware,6300,0.0,136,0,0.0,-0.016759,-0.044346,0.204304,-0.1192,0.147419,0.000956,6300,145.6
realised,aware,Agent 2: cap-aware,6400,0.0,136,0,0.0,-0.015708,-0.041602,0.198779,-0.1139,0.143624,0.001029,6400,156.1
realised,aware,Agent 2: cap-aware,6500,0.0,136,0,0.0,-0.014667,-0.038879,0.193254,-0.1082,0.139814,0.001103,6500,166.5
realised,aware,Agent 2: cap-aware,6600,0.0,136,0,0.0,-0.013636,-0.036177,0.187729,-0.1022,0.135989,0.001176,6600,176.8
realised,aware,Agent 2: cap-aware,6700,0.0,136,0,0.0,-0.012615,-0.033497,0.182204,-0.0958,0.132149,0.00125,6700,187.0
realised,aware,Agent 2: cap-aware,6800,0.0,136,0,0.0,-0.011604,-0.030839,0.17668,-0.089,0.128294,0.001324,6800,197.1
realised,aware,Agent 2: cap-aware,6900,0.0,136,0,0.0,-0.010603,-0.028203,0.171155,-0.0817,0.124425,0.001397,6900,207.1
realised,aware,Agent 2: cap-aware,7000,0.0,136,0,0.0,-0.009612,-0.025589,0.16563,-0.0739,0.12054,0.001471,7000,217.0
realised,aware,Agent 2: cap-aware,7100,0.0,136,0,0.0,-0.008632,-0.022998,0.160105,-0.0656,0.116641,0.001544,7100,226.8
realised,aware,Agent 2: cap-aware,7200,0.0,136,0,0.0,-0.007662,-0.02043,0.15458,-0.0566,0.112726,0.001618,7200,236.5
realised,aware,Agent 2: cap-aware,7300,0.0,136,0,0.0,-0.006702,-0.017885,0.149055,-0.047,0.108796,0.001691,7300,246.1
realised,aware,Agent 2: cap-aware,7400,0.0,136,0,0.0,-0.005752,-0.015362,0.143531,-0.0366,0.104851,0.001765,7400,255.6
realised,aware,Agent 2: cap-aware,7500,0.0,136,0,0.0,-0.004812,-0.012864,0.138006,-0.0253,0.100891,0.001838,7500,265.0
realised,aware,Agent 2: cap-aware,7600,0.0,136,0,0.0,-0.003883,-0.010388,0.132481,-0.0131,0.096915,0.001912,7600,274.3
realised,aware,Agent 2: cap-aware,7700,0.0,136,0,0.0,-0.002965,-0.007937,0.126957,0.0002,0.092925,0.001985,7700,283.5
realised,aware,Agent 2: cap-aware,7800,0.0,136,0,0.0,-0.002056,-0.00551,0.121432,0.0147,0.088918,0.002059,7800,292.6
realised,aware,Agent 2: cap-aware,7900,0.0,136,0,0.0,-0.001159,-0.003107,0.115908,0.0307,0.084897,0.002132,7900,301.6
realised,aware,Agent 2: cap-aware,8000,0.0,136,0,0.0,-0.000271,-0.000728,0.110383,0.0483,0.08086,0.002206,8000,310.5
realised,aware,Agent 2: cap-aware,8100,0.0,136,0,0.0,0.000606,0.001626,0.104859,0.0677,0.076807,0.002279,8100,319.2
realised,aware,Agent 2: cap-aware,8200,0.0,136,0,0.0,0.001472,0.003955,0.099335,0.0894,0.072739,0.002353,8200,327.9
realised,aware,Agent 2: cap-aware,8300,0.0,136,0,0.0,0.002328,0.006259,0.093811,0.1137,0.068655,0.002426,8300,336.4
realised,aware,Agent 2: cap-aware,8400,0.0,136,0,0.0,0.003173,0.008538,0.088287,0.141,0.064555,0.0025,8400,344.9
realised,aware,Agent 2: cap-aware,8500,0.0,136,0,0.0,0.004007,0.010792,0.082764,0.172,0.06044,0.002574,8500,353.2
realised,aware,Agent 2: cap-aware,8600,0.0,136,0,0.0,0.004831,0.013019,0.07724,0.2074,0.056309,0.002647,8600,361.5
realised,aware,Agent 2: cap-aware,8700,0.0,136,0,0.0,0.005645,0.015221,0.071717,0.2484,0.052162,0.002721,8700,369.6
realised,aware,Agent 2: cap-aware,8800,0.0,136,0,0.0,0.006447,0.017397,0.066195,0.2963,0.047999,0.002794,8800,377.6
realised,aware,Agent 2: cap-aware,8900,0.0,136,0,0.0,0.007239,0.019547,0.060673,0.3529,0.04382,0.002868,8900,385.6
realised,aware,Agent 2: cap-aware,9000,0.0,136,0,0.0,0.00802,0.02167,0.055151,0.4209,0.039625,0.002941,9000,393.4
realised,aware,Agent 2: cap-aware,9100,0.0,136,0,0.0,0.00879,0.023767,0.04963,0.5041,0.035414,0.003015,9100,401.1
realised,aware,Agent 2: cap-aware,9200,0.0,136,0,0.0,0.00955,0.025837,0.044111,0.6082,0.031187,0.003088,9200,408.7
realised,aware,Agent 2: cap-aware,9300,0.0,136,0,0.0,0.010299,0.02788,0.038593,0.7421,0.026944,0.003162,9300,416.2
realised,aware,Agent 2: cap-aware,9400,0.0,136,0,0.0,0.011036,0.029896,0.033078,0.9207,0.022685,0.003235,9400,423.5
realised,aware,Agent 2: cap-aware,9500,0.0,136,0,0.0,0.011763,0.031884,0.027567,1.1707,0.018409,0.003309,9500,430.8
realised,aware,Agent 2: cap-aware,9600,0.0,136,0,0.0,0.012432,0.033717,0.02207,1.539,0.014163,0.003404,9600,437.5
realised,aware,Agent 2: cap-aware,9700,0.0,136,0,0.0,0.012943,0.035117,0.016662,2.1162,0.01016,0.00366,9699,442.6
realised,aware,Agent 2: cap-aware,9800,0.0,136,0,0.0,0.014324,0.038909,0.011601,3.3599,0.006258,0.004069,9793,456.4
realised,aware,Agent 2: cap-aware,9900,0.0,136,0,0.0,0.014766,0.040122,0.008269,4.8567,0.003837,0.004994,9869,460.8
realised,aware,Agent 2: cap-aware,10000,0.0,136,0,0.0,0.013117,0.035592,0.00717,4.9675,0.002756,0.006338,9909,444.3
